v1,v2,v3,v4,v5,v6,v7,v8,v9,resultado
1.0678722782821386,1.090894843684152,1.8037493991738645,3.266591024171465,1.0707742241760956,3.4558789139775774,1.3440999943312015,3.5218222595951136,1.969737016403155,0.1797450017871954
1.096146047042945,1.8322123064487585,1.4114757110762284,3.445305764796205,1.8176151694935938,3.308849642913419,1.383867271968654,3.795746147325701,1.0038966465617052,0.20034610761701718
1.8193423749125193,1.7764635309150973,1.2131568558686956,3.973609258721851,1.1370357607994754,3.367675779298614,1.3779412330661733,3.2516441516264543,1.1842929394654838,0.24085540414815784
1.629606504222664,1.061163358330166,1.294439784233958,3.79777631440584,1.1530196450094574,3.7633076709507693,1.4259641530504399,3.5304815049403073,1.927966096153787,0.14897190863200338
1.7836310051410749,1.3224178617273323,1.6229313396602651,3.2841255159916614,1.3592416975153512,3.1804474853949753,1.7068978471867267,3.056304250790906,1.6865002838980943,0.49375361862519723
1.077135402762161,1.3771396984529067,1.248217051257986,3.5557863910420258,1.2534624457776988,3.1377428566394823,1.244170629273185,3.1373325054117895,1.8147942357467315,0.17409400357614943
1.9719983107656816,1.502265005910494,1.799680941998731,3.1975879930730913,1.2187643894486846,3.500860875769197,1.177781362629547,3.1419880626542054,1.9900788638556357,0.5011111650912152
1.8828335629916415,1.4499653551842733,1.0188822317861947,3.7906008616461415,1.5633834695688613,3.0149025348422125,1.2164654639454897,3.6637679577629605,1.0806900531870585,0.1870963839090094
1.630433129149583,1.4673620054538516,1.4803513902073124,3.0876196452868783,1.4800623963671788,3.3472942919427933,1.724390398311057,3.107839521704253,1.5735117469619893,0.46771565497482315
1.929073088544468,1.1047144101989246,1.7340152908967905,3.8379254633873474,1.0930468687239872,3.3377372301390045,1.631487019290626,3.7570345642031766,1.8665184332118956,0.26358028224705327
1.3981266056502628,1.3737508101799651,1.6835678945990462,3.241262553981406,1.5139065588294511,3.5046312807542956,1.7945349037555742,3.4542549338781443,1.2464051513685581,0.29988447950123054
1.4889260966343114,1.0217722619582603,1.42128296853157,3.4342623142797972,1.1974177904131837,3.4923791254302774,1.7857185138308087,3.694127657480432,1.593335172647854,0.1753729415578422
1.6858032342905105,1.4483377681511476,1.6932033372867954,3.4278615772321523,1.4802703405701565,3.350295617585876,1.1449773238115046,3.3567273745186084,1.97586201492327,0.39136774121012474
1.2815965798559725,1.893114808188161,1.3671976984409246,3.1021171795712554,1.2770202544123688,3.2023899980447075,1.0874881543427883,3.7680177173736737,1.1938111578852133,0.22987058873977306
1.6766999542448153,1.7758812238559578,1.232441407138816,3.9088137341651006,1.0104837440735512,3.1599441123455874,1.2567569243963939,3.817327740858002,1.2929365118723442,0.19949683502202967
1.4957317128913674,1.2491613153962948,1.7850505645581847,3.149011312450109,1.8877812016645108,3.5610165214378404,1.6401174123632556,3.9267436926745383,1.496419750071519,0.29813157705495463
1.7911419816727665,1.7315445113967134,1.726705158182985,3.9075680228303735,1.3738984675073813,3.446175614971372,1.5697078901062416,3.2070375642523956,1.6537520302222766,0.43350945383126405
1.2188335309511653,1.3151379752524732,1.7064572601756636,3.010453580559143,1.416216996205034,3.855299026064512,1.8893431953774287,3.6009565230151077,1.6066126057847459,0.26341910679391983
1.7461958365713297,1.4961304607220933,1.03174151035248,3.1735343850425313,1.877582500103929,3.9111806228478043,1.9181418657881366,3.034477804958469,1.707874281465725,0.3636830027134229
1.4541110469324487,1.0504258502125396,1.2394387395339495,3.839138654523264,1.7607709251874066,3.8765647930363807,1.1523849391901755,3.29298976866182,1.3142008808394998,0.12091964414482624
1.4082623269374963,1.5825199970991215,1.3710575722097125,3.3102546368285806,1.548112380990173,3.9654292256638626,1.1189850051363146,3.042300987073832,1.4458535105981252,0.22212385439147106
1.9226434859042079,1.282594018778794,1.5818787334191002,3.848985675567609,1.902340963755306,3.202311305946539,1.0100536447348465,3.097267747777482,1.3010898113359246,0.3299758548552377
1.1507206435564492,1.293335972938337,1.0879886905432006,3.911343949529619,1.9207013256318777,3.726375858906164,1.279839488446035,3.300916506475817,1.4372838430682504,0.12064525629453372
1.1309828513509248,1.126054086085516,1.2321289590524231,3.89990111644184,1.4654408030835362,3.5713180162218396,1.1229221110528516,3.060266621130415,1.0507746307262964,0.09832357545583867
1.3818900766851892,1.8931809199830767,1.8125159823764958,3.867228628531908,1.5656467715232187,3.583927329610719,1.457636074682596,3.5831779199776497,1.9535113879074375,0.3801320877853352
1.5419866031187874,1.4512730805650382,1.7527403731397821,3.837762189322453,1.028558035544079,3.4567218973156586,1.1884014853691451,3.724416570436771,1.1788934173198802,0.2009755899062404
1.9443701584203206,1.650871420783572,1.8047768995809235,3.2536428464608194,1.1403306186245858,3.5821108435172544,1.007611474479915,3.750768300565091,1.0767527182257965,0.3175293506542305
1.32325876940406,1.8093051666701083,1.2944433887389348,3.843008128427304,1.3999981917516746,3.067748284173401,1.8963379768878348,3.698099401434415,1.93678693785104,0.29677408887189666
1.097441978631841,1.282962863509576,1.7806189998363215,3.6176280910699226,1.8270977246405251,3.0059505226227183,1.9975529488305992,3.1133587734846295,1.8358248604096565,0.42819629563242717
1.9473872596246764,1.2733817903540845,1.2247863033093511,3.9841769638729003,1.455391369995628,3.4680117494250533,1.806004053697066,3.286959418977684,1.972618608877975,0.27903718472034217
1.8570348216049322,1.3857371886432412,1.289849151934568,3.610540146816132,1.6935832059717177,3.7902277425965742,1.0301679333217149,3.2621446034394284,1.8231748373712113,0.24838565592135434
1.026036863788636,1.4216081234423323,1.84898187639432,3.6516983659169746,1.6379803456244109,3.922948857966248,1.53532348444905,3.066228064433878,1.0331036188824534,0.19417428336833123
1.117893682024326,1.9321654327248945,1.7441655113279055,3.65446516189046,1.6558830272417713,3.72024140255692,1.6100005010107572,3.0021769499270796,1.569497068587208,0.3587917311027743
1.82937638056346,1.8676328206926631,1.3322531779180375,3.552327310194095,1.7693189947219787,3.1259310338500383,1.8514236401169568,3.269344399663534,1.1475150679747017,0.4891417513231764
1.1384742905346201,1.445174427280548,1.5673343785702172,3.1857301014024832,1.0002272499141718,3.7190924664721434,1.4099580038578408,3.0338107938321004,1.5800540336104842,0.2109916374584129
1.5694711357591542,1.029189419489605,1.699648463616209,3.9809763708506867,1.3006954448400143,3.615494269417291,1.2613970253429634,3.4678624747480677,1.0834906047199933,0.14911884217708754
1.4777754141772863,1.1071982425205484,1.0919354744062937,3.095936634635006,1.6954714884023026,3.3867184024848402,1.7547909819879894,3.5408265535524612,1.4552872755668245,0.1990886428987306
1.3066864785265695,1.1962591461840688,1.0538022257759496,3.7482628806901412,1.0908874217730922,3.785214039545143,1.7910759825689266,3.2047754769618764,1.8591571086959156,0.12820033630476368
1.0566070787009916,1.2382363435520056,1.8627961680576548,3.5246184102186326,1.52364752401945,3.1013440606525626,1.7872897029487649,3.228798399102141,1.3255764319790386,0.2605776520126966
1.9368352083811837,1.8245104457212178,1.6299703832589785,3.290759724923343,1.8945950286306612,3.4029378712798377,1.9477818685751704,3.6533310872820337,1.337594996690312,0.6108508880051027
1.904003602216497,1.896485586581799,1.8696531517182948,3.2281907525421847,1.9637058672505254,3.742396676833279,1.4002082359114425,3.0196219099968684,1.9181365195992228,0.8135849340933846
1.72223541733625,1.027887207536862,1.0876908748583736,3.50373916091403,1.705688187467238,3.012433811311998,1.6582163823132745,3.299416098931113,1.6372031600607846,0.2459180196431477
1.654078178956522,1.5733013273957643,1.8659038243734658,3.9319571618832354,1.764028887000165,3.928182670012252,1.525636207739149,3.480415578288773,1.1659506564190307,0.3067656476764227
1.3922099366481935,1.805643110789056,1.0412475604490763,3.574129777748651,1.344607858476832,3.4602234859771963,1.418142905589653,3.521273713269922,1.87412316550009,0.2208141823266831
1.9736747947700537,1.4205124329669898,1.9581740907345222,3.98974461582901,1.2518503282303803,3.0696250184596323,1.4075353156981052,3.9589980509703757,1.095566866939496,0.2974342171053622
1.711007605285694,1.5252668365312865,1.2273680772021849,3.429773025020008,1.6672091153778679,3.9099308711460115,1.371268906364766,3.7606797150791276,1.5901226719980786,0.22457902903019153
1.4930483701259591,1.2861425930325359,1.7518621019160792,3.416355748212231,1.1493050150847912,3.123304499920625,1.8438943742889613,3.803426408071985,1.6327496961066559,0.29282568225920047
1.326441484456983,1.6586462326168085,1.40074866952191,3.627877303274794,1.4709166922777273,3.8947816630805323,1.4708260777253421,3.329560625447079,1.3326548513390324,0.2123072975359795
1.115853058980726,1.0903004091487474,1.4030754244167285,3.90736832870581,1.022291937575851,3.2050600226883175,1.5848995929136316,3.3767791071666373,1.1611801277031848,0.10764663415658328
1.9720606982315154,1.8222653089751435,1.2532869687382626,3.06942273881963,1.7597110559297995,3.93198878588867,1.1657180216262963,3.6870566037035992,1.6407745632212472,0.3322669083146994
1.27442827581859,1.807414288269967,1.5068384497078884,3.550403143021379,1.2056570799065924,3.49792913884664,1.5471582435558853,3.7072528680225347,1.3877399558188634,0.2363800214755264
1.1874496918406183,1.1916166742175625,1.1845601582524958,3.1546058351346313,1.8405904741259858,3.360004056607101,1.5388185215025993,3.1108464913451526,1.8165278563545102,0.24947626371330345
1.2148951324774973,1.638303020299197,1.057084026288745,3.7185608003378374,1.7748543323557293,3.1608711928933166,1.5076299540230116,3.2677527460922478,1.2293197123783626,0.1972532802033348
1.7608539887710422,1.8324646156680462,1.3669265379052822,3.1354069019767095,1.1761640451667594,3.7263759711213,1.643080883299762,3.030532773567183,1.665116419369526,0.43917314611476116
1.9448893160130916,1.4698270922462435,1.7198372866509692,3.004546466401233,1.8845587905941281,3.835274853104811,1.5446837367778343,3.400993969371938,1.5756074480568212,0.49998033085708593
1.5015505546956955,1.5803530332656917,1.4741745356417781,3.537516176059019,1.0930639540298075,3.318878895774687,1.3182544458044805,3.0061222076738936,1.0793720022721454,0.2555246662944939
1.662083596501603,1.1089027799066176,1.9226202775964492,3.0165928018842783,1.202188445430007,3.9780653647022644,1.788191339618319,3.6688717088781186,1.0423220154980761,0.23645214977845022
1.34740422443753,1.4624194899624376,1.1701223011816015,3.5355145355028936,1.3724054828574617,3.4727111859071664,1.5644253356478894,3.8688992714184094,1.8570224970629934,0.18642025155289607
1.1285699957422373,1.886351832890043,1.7183817796241787,3.0456920682751902,1.1736557107731334,3.566144396187161,1.4155788602464372,3.375823073860127,1.1475421370176915,0.2793673808603607
1.6812962695241178,1.4649827749397668,1.8697976390439774,3.153979365807522,1.3452337427247998,3.146684409226048,1.3279306622781037,3.2811104320306383,1.1030777060048549,0.4067243594041848
1.39128331625021,1.4662152714792387,1.1293097557772245,3.8430104472242848,1.5677384811639643,3.0997444181702636,1.9206481386721346,3.1013506369493893,1.1063487523018027,0.21841916115525503
