v0,v1,v2,v3,v4,v5,v6,v7,resultado
1.735786628176451,1.9366217710073081,2.8370121700589586,2.4799195829972094,1.995975005263126,1.1983616495857465,1.8714983744239144,2.7408088024520154,0.7993577138073502
1.3502881380763885,1.4651250865363064,2.3752117157845287,2.737614353410564,1.353767338182646,2.595086522282334,2.7250673338371554,1.7068584663051178,0.32914647647498646
2.569853638885972,2.861866802464305,1.5153091638669294,2.330516480684845,1.566652269163359,2.706306831707267,2.167588856713483,1.9392588324542812,2.256466016179262
1.9897352407207656,1.9040594357617733,1.214695331883301,1.5633285770311578,2.4441248824507316,1.118181115416318,2.8000102860611475,1.836236913542814,2.5314819652585663
2.170270735336281,2.148877185767911,2.6289860957928335,1.0708625738351436,2.516068941837492,2.9566060792613063,1.1177762277600305,1.645300719127791,2.5204320601659167
1.6659806421582497,2.4633622081938094,1.805441104249302,2.050514469918425,2.4911006429154083,1.6731741375717375,1.885177414788619,1.096744098069327,1.3153056924392543
1.0211130884641764,1.9801562795181065,1.2136325109182302,1.089394490767739,1.8405932842524495,2.5948155849931775,2.806458409303226,1.5363417770897172,1.6361910649485905
1.5665863574986116,2.3627582240791627,1.1414755900570235,2.2497392663044766,1.2718454083096526,2.4302494519331335,2.9694584357747535,2.017989191961112,1.5144317501326674
2.6814024913388668,2.4797272149633787,1.1012910134532639,1.0999663853640493,1.9850613612138253,2.6002578481434186,2.7972604486884545,2.120219599114094,5.946769948663909
2.4686584243320766,1.0542788855270706,2.5873134413069208,1.9136230643210814,2.822106783245987,2.7760126081131,2.873369896120188,1.2361148470963985,0.6015572154767874
1.1289278283439503,2.8340053464676034,1.0934404217468892,1.196298977005409,2.484172183510109,2.3996231604338143,1.3753224218678866,1.7315433500697845,3.2637510774577962
2.1204318849216386,1.3934930412305448,2.117633951471636,2.154514117098741,2.8309990154506206,2.727498701708525,1.6737263918690155,2.1593621623845127,1.0194726387647781
1.081646344290541,2.224614620357065,1.5905098172706305,2.8437591037889156,1.4296716876378797,2.258697783682935,2.0208171487864517,1.0037044225209326,0.5692028207665653
2.5851386279022526,2.191269771166524,2.501506878889115,2.394016766343716,1.110136666024664,1.9936539027746107,1.0223921791695347,1.0312354779421629,1.1830519246682376
2.453509535969168,2.0558640196329687,1.0926300873835075,1.5364795637079867,1.1386970125500187,2.102411594642784,2.614799261675576,1.662570005778658,3.197047241973841
2.7370542750803986,1.133958353420271,2.435455215966832,2.318570820033659,1.3060174229860053,1.9612768316776068,1.2585764289057404,1.220237815135308,0.7982862708648422
2.054671916257867,2.0402308595397374,1.6236221022650181,1.162619712001468,1.3740447841646577,2.831353575596798,1.4391598025075047,1.57533417152357,2.622520884652351
1.8602415041168356,2.6510521258174222,1.0473125411991187,2.48841387077343,1.4680824539656085,2.41222194575512,1.5658945991554465,1.707784494994873,2.1948543600260724
2.531163106833871,2.9843142844954382,1.9420151864204513,2.506440099316156,2.245696116671437,1.2937189881679496,1.3495221320984703,1.0971498212064839,2.09565273851582
1.902272522791384,2.942228879221328,2.6960492849481215,2.38980177396638,2.785810904244639,2.486134373117568,1.4971994098934092,1.020099617141313,1.019233685776389
2.5796243601889235,2.6935463480053796,2.7784527865540833,1.2563532641075272,2.4885442100943407,1.402778583504113,2.435659282386842,2.7001771020202607,2.587219531050538
1.5035313429307235,1.2316436011990255,2.126217116859234,2.8190762502968374,2.7007598207916694,1.977669120051324,1.1690800341210754,1.1042158200207877,0.5857016243247053
1.6576417490312583,2.8156934487289185,2.100475392977815,1.5531918372878717,2.221289814577574,2.6180224500547986,1.4269122496394284,1.2528848346961095,1.6959249165789319
2.6321030665143867,1.2989657431157056,1.2894200558487874,1.0924269920442642,2.5149105618924867,1.183216754314314,2.1766148887657657,1.7242064472277727,3.872686683720324
1.620088514914114,1.5952048399009933,1.716233075438581,1.4461053778278081,1.0259829925936268,2.034639525385791,2.598297331759119,1.3539560040309815,1.107322408621084
1.9217572772809646,2.6208535041826897,1.515251323978358,2.692726656863927,1.4849803417188834,1.395229112510753,1.4030842194436037,2.7973905039137996,1.946755831790234
2.923396524117024,2.6435330909995667,2.998721353603262,2.4785524051991024,1.5857431398189492,1.0912215168863366,1.7788828178652412,1.933522241748284,1.3890155069082435
1.130775864746145,2.938823246027784,1.1375248191297618,1.392248741050269,1.2296157716384075,1.8636363502149254,1.3238243105771528,2.5782474824091155,2.7913829237586465
1.0251279416821841,2.208992117139002,1.052547441374571,1.9150661423026298,2.52521789211748,1.9103502811820177,2.6431477576606133,1.5393276362015593,1.2715563861328598
1.5205598103075515,1.9629776639423306,2.493714308671848,1.4881545341119757,2.659169684514877,1.4571687386209544,2.0647057520752226,1.5468836613782448,1.0756340437815979
2.628522918135998,1.9083803153827334,2.1284125836760444,2.2337457825655123,2.1880531682131426,1.0213387057451944,1.5225848921814062,2.901390485015261,2.537443369698697
2.581959948760864,2.642574304919622,1.348012921128624,1.0227852987604735,1.9803270519293605,2.656836092621125,1.6859251552482828,1.7131970455565664,5.790124840412052
1.3802020002627908,2.518579023628945,1.9869925961984163,1.1859577375474832,1.9555740743789847,1.1862190326128668,2.16757438679597,1.0092432963566649,1.6825506753661734
1.0687985820126757,1.7673918645303754,1.5797645570829466,2.5897271008223246,1.5335147591616822,2.7864727594426553,1.7873752486613574,1.632049173455009,0.5351726494339588
2.881548589178548,2.7174044068376584,1.889755312841523,1.1714815397193405,2.6780822253609617,2.604526057796524,1.4300039667991133,1.2392561063467764,4.348119332198753
2.8704228312438067,1.1168117880447277,2.1343835445442183,2.2492568692030415,1.807149856404207,2.9227284346232514,2.084735007689516,1.2666583587405948,0.7754958659778161
1.5365248992147988,2.9622178500573786,2.720526481082207,1.8377060987838358,1.7566118362148924,2.745086286316388,2.403736720600625,2.126590097887511,0.9827738523793601
2.9838502271466973,2.8993394766743656,2.4274642119665977,1.8158440309433785,2.170105413761429,1.6028467584640849,1.9059863359678195,2.412238759328079,2.5712348911000005
1.0371155479171303,2.9925310754255205,2.450135736600735,2.724065323330877,1.3140420206428123,2.4157583471811463,2.668344678872807,1.4249920633749746,0.48192180604650153
2.1946586207822403,1.8361817924464368,1.8162428342908201,2.6574465899890036,1.3456902586430706,2.4369355430391426,2.713008248876962,1.1957375875104153,0.8757096049745057
2.2631605202784217,1.2028054019282084,1.7130088698240682,1.7917482357323893,1.1261090808910916,2.0308804521007993,1.7724049519870935,2.822970160253197,1.2543125410528384
2.071969937571012,1.9971692284136124,1.3548600903667607,1.9909600711710993,2.0059978498255395,1.376687148995065,1.4459629669493408,1.4136633029908352,2.2908078731729398
2.8291598392404436,1.4068936243922967,1.2900668119413243,1.1376818362858963,2.419871727211886,1.9338612343905153,2.0125217684564554,2.1660874107303654,4.001965102630024
1.9431684038256456,2.952151823927041,2.436556651227784,2.1592689323793666,2.941122317413802,1.3434521467604392,1.6318100220303773,2.493242768847062,1.8474328032614422
1.5689203788353714,2.1317570898893954,1.2980374647957016,1.7377256838334423,1.5522649405086297,2.2353877044731476,2.2597559082790974,2.9422439216714267,1.7610498641500854
1.0959351477799917,1.483834014383064,1.830485039402076,1.6099428284931383,1.8527976023873314,1.6667489475742912,2.4736213541413137,2.9095621152712967,0.7483895574570313
1.2811723742497603,2.261265524037427,1.5063437278014702,2.65877775264412,2.02716093408904,1.2644260667726512,1.1296132024582695,2.064784850858603,1.553230310329629
2.106557120139449,2.1859494317080865,2.898736757406276,1.477577902046788,2.588996623813329,2.853276482074069,1.6097485121399184,1.7085198816250329,1.3693558639693968
2.956747263858316,2.4710968561474216,1.5880282627192257,2.2225811624105622,2.6434466315052445,2.3469052051416606,2.864341376955821,2.3854131625575383,2.34442360518585
1.001117332345214,1.0186798821349152,1.4963401848906177,2.9327161481291677,2.8375925613121953,1.8269475031014266,1.712903154117743,2.125979338658824,0.4891376277790931
1.4989958487196073,1.415093030575175,2.4429570874010236,2.633447908089862,1.4803714145009215,2.288939992174144,2.528781694133454,1.6807137171333566,0.36932623428056066
2.7332697313618235,1.6359259408892182,2.969943697402692,1.2254422297568426,1.1845644069336534,1.3368529399815907,2.344085834349766,2.4920386892434,1.5303880898600595
2.385991596958461,2.383927832663719,1.7314585626924586,1.7652848890299697,2.2488817513786428,1.8709060659219279,1.0528396139842766,2.691308531045022,4.139171908047793
2.5290824292736325,2.0956087122933202,2.563764909521909,2.0864245659418383,1.5445757429862785,2.9974772807837384,1.9084088899203357,2.2066025785970593,1.1384246634445117
1.6517027392909391,1.9350257358572738,2.524939498933162,1.0984909852036582,1.206103348956002,2.4621670519085623,1.5447688503970096,1.0200222011942364,1.277005549885467
1.5854055633423367,2.2512135128824626,2.8857389615674065,2.4617230377511623,1.4625658536128694,1.9272293445607134,2.029434396028586,1.119139413137081,0.5484344113152896
1.446674386542393,2.144896530363922,1.4119221318567692,2.5287752477848633,2.5642835102717028,2.4363950258929057,1.8775655279702301,1.7914786159086484,1.0857881067464146
1.889980978222289,1.165212518819804,2.5771089559552127,1.0869302935058476,2.5114799985352843,2.494966920765383,2.931458716318982,1.57271777221133,0.9104910596626075
1.066390204026045,1.2728366372120208,1.9933904088903998,1.6586152946291897,2.8837674288471207,1.277616816062482,1.363658010036799,1.0366647564912876,0.8163851685003881
1.4436912158909747,2.837953447283757,1.0245656426093508,2.4826099056560884,2.321264758206535,2.8660033719751388,1.3697584782502814,1.592481536483625,2.000937647271102
2.372154587356536,2.7348836096094216,2.411378349920474,1.7232065710153552,1.698761347416682,1.1572179491260997,1.0015809314625694,2.8113113617333227,3.9097945041221056
2.1574587616010112,1.9782450521043142,1.3636146346625482,1.3904497375471039,1.4220504100889866,1.173754580561212,1.1997479285091703,1.3328975817417168,3.5275865698571396
2.4106438773317276,1.4388096032547806,1.370540192168767,2.9986299837101833,2.211212323267908,2.975045895809531,2.2819949992350574,2.1319170454260163,1.0224424299925539
1.3954701035721067,1.7763761798987414,2.2364236995761875,2.9349495950954827,2.5638662381180612,2.7054561640070425,1.4479437953883534,2.3060763764368337,0.5992705991471131
1.153312751395301,1.2378912052338904,2.35868313396756,1.5893340739251511,1.0420236241730858,2.5314319092854776,1.5991340414404005,2.945960776496777,0.5267337300671803
1.2787990938161173,1.7227786719704674,2.34226990047854,2.7355240394186087,2.403740345672939,2.315930095619385,1.2994825216578985,2.2542199199519244,0.6203684274136361
1.773239256413443,1.2695036579777643,2.6757691347396593,2.6372092119353088,2.7485949517780566,1.0577779313923033,1.1097861631747417,1.127872786092375,0.9169723983575353
2.831639596802063,1.4200612523116074,1.537349151564667,1.2394210634293652,2.033444576262972,1.7473696417006743,2.2793331424175207,1.6317625704506142,2.6535156754395413
1.4907277030869235,1.7088508259316084,1.4082148804558983,2.369526184932716,2.9237708196420913,2.9501933730387124,1.5834968807721088,2.1331603877749545,1.1400952098878343
1.2346339903236594,2.1806301482229586,1.2957924619676793,2.4289034952583157,2.3033887624373204,1.4348682799722363,1.2726786864465687,2.908896730116714,1.9863476142909313
2.905011011811977,2.4232935946349867,2.7061458670197855,1.2000633799033298,2.741201733811603,1.0777884502960833,2.653773718275891,1.0469803128022677,2.505925094594011
1.0524585182766444,1.315094898092901,1.9907499068030867,1.9698255421586837,1.2412849160742996,2.114019091424393,1.1547674663925727,1.3289764150489878,0.5100084226301154
2.1230377792806054,2.258833278781042,1.4829255469976808,2.820821674358992,1.0295984621950416,2.599397663183078,2.6147346830297495,2.363537984149837,1.2159252283726074
1.3463508154768922,1.3630057899000543,2.4191820255369523,2.7474715380512182,1.4728898954549645,2.099650967854271,2.524476690352053,2.7125993714066587,0.3365737382790859
2.9479646084767284,1.1777291467348938,2.842194829564551,2.4686093668658344,1.0931390146249846,1.5706803361217467,1.6927769700848099,1.0088443008032757,0.5977866701696719
2.293177223037701,1.5769630813978746,1.8076584029356533,1.5274212657445951,2.7114261221611766,2.535342394063938,1.8968997658305746,1.8288869683809135,1.7611990503749362
2.512043148684153,2.023523783995153,2.910678370451743,2.7345983658612525,1.468754572401346,2.7040094787389934,1.0341855415890668,2.145910513515349,0.9825773120735484
2.8217484775994217,2.7326297680263263,1.1049392780669938,2.0451386275856422,1.441798946953464,2.091352612628163,2.841341504481087,1.9546015215011125,3.620650265867062
1.481046047470711,1.9977836340972033,2.6458774745483966,2.355427000070902,2.4903789519692356,1.5594239776664334,2.76617498971015,2.5832794931951764,0.6028913868237266
1.533387073934482,2.190114508551419,1.5366316614349165,2.4606679170331205,2.6309387886564224,1.3972651552333704,2.264587317362078,1.2008942793585764,1.066977714886989
2.5010984686845634,2.757787456577529,1.291013376464005,1.4910514458055666,2.353100649160698,1.1393134192056777,1.0955819289649855,1.1103777763677696,6.065656551001007
