Original,R2,Modelo
m_0*v/sqrt(1-v**2/c**2),0.999833056237519,(0.007 + ((-0.134) * ((((((((-0.480) * X1) * ((-1.012) * X2)) * ((-0.967) * X2)) / ((-0.721) * X3)) * ((-1.012) * X2)) / (0.133 * X3)) - (sin((((((-0.480) * X1) * ((-1.012) * X2)) / ((-0.721) * X3)) * (0.693 * X2))) - (((-2.389) * X1) * (3.142 * X2))))))
(u+v)/(1+u*v/c**2),0.9636678437295573,(2.306 + ((-0.305) * ((cos((0.611 * X1)) * ((0.837 * X2) - ((sin(((0.707 * X2) - ((-0.805) * X3))) / sin(sin((0.434 * X2)))) - (0.915 * X3)))) + (((sin((sin(((0.837 * X2) - ((-0.774) * X3))) + ((-0.196) * X1))) / cos(cos((cos((0.570 * X1)) / (-0.506))))) / cos(sin(((0.828 * X2) - sin(((-0.201) * X1)))))) / (0.915 * X3)))))
exp(-((theta-theta1)/sigma)**2/2)/(sqrt(2*pi)*sigma),0.9865596909992225,(0.119 + (0.368 * ((((sin((1.103 * X1)) + sin(((0.966 * X3) / (0.777 * X2)))) / ((-1.147) * X1)) * cos(((sin((((-0.296) * X2) / (-0.237))) / (3.142 * X1)) * (0.966 * X3)))) * (cos(((cos(((-0.939) * X2)) / ((-1.054) * X1)) * ((0.434 * X2) - cos((2.718 * X3))))) / (((((-1.805) * X2) / cos((((-0.763) * X3) / (((-0.296) * X2) / (-0.237))))) + ((0.318 * X2) + (((-1.494) * X1) + (0.787 * X2)))) - ((-0.809) * X3))))))
(m1*r1+m2*r2)/(m1+m2),0.992403491319367,((-0.016) + ((-0.423) * (((((-1.284) * X4) + ((-1.184) * X3)) + ((cos((0.626 * X2)) - cos(((-0.651) * X1))) * cos((cos((0.560 * X4)) + (0.514 * X3))))) + (((((0.606 * X4) + (((-0.056) * X4) * ((-0.638) * X4))) + (0.606 * X2)) + ((((cos(((-1.208) * X3)) - (((-1.284) * X4) + ((-1.184) * X3))) + (((0.349 * X4) - ((-0.651) * X1)) * cos((0.626 * X2)))) * 0.104) + ((-0.651) * X1))) * 0.104))))
r*F*sin(theta),0.9999815479549728,((-0.018) + (0.342 * ((4.136 * X1) * (sin((0.999 * X3)) * (0.707 * X2)))))
m*r*v*sin(theta),0.9999959126514097,((-0.036) + ((-35.090) * ((((-0.581) * X2) * (sin((0.999 * X4)) * (1.411 * X1))) * (0.035 * X3))))
1/2*m*(omega**2+omega_0**2)*1/2*x**2,0.9896297400686577,((-1.210) + (1.806 * (((0.382 * X3) * (0.707 * X4)) - ((((-0.112) * X4) * (sin((((1.412 * X1) * ((1.126 * X2) - (1.791 * X3))) * ((-0.312) * X4))) - (((((1.364 * X1) * (1.791 * X3)) * ((-0.312) * X4)) - (1.560 * X2)) - ((1.601 * X4) * sin(cos((1.614 * X2))))))) - (((((1.288 * X1) * (1.772 * X3)) * ((-0.312) * X4)) - sin(((1.126 * X2) - (1.745 * X3)))) * (((-1.263) * X4) * (0.280 * X2)))))))
q/C,0.9999999999999571,(0.000 + ((-2.297) * ((0.357 * X1) / ((-0.820) * X2))))
np.arcsin(n*sin(theta2)),0.9999638188139663,((-0.001) + (0.221 * ((sin((1.011 * X2)) / (sin(cos((sin((0.994 * X2)) * ((-0.891) * X1)))) / (2.303 * X1))) - (sin(((-0.982) * X2)) / (cos((((0.845 * X1) * (sin(((-0.982) * X2)) * ((-0.891) * X1))) * (sin((0.985 * X2)) * ((-0.891) * X1)))) / (1.797 * X1))))))
1/(1/d1+n/d2),0.9972651030795412,(0.359 + (3.762 * ((((-0.272) * X3) - ((-0.657) * X2)) * (sin(sin(((-0.299) * X1))) / (((-1.944) * X3) + (((-0.660) * X2) + ((-0.112) / (((0.828 * X2) - (0.707 * X3)) + ((-2.854) * X3)))))))))
omega/c,0.9999999999999583,((-0.000) + (6.646 * ((0.043 * X1) / (0.289 * X2))))
sqrt(x1**2+x2**2-2*x1*x2*cos(theta1-theta2)),0.9779386552454143,(5.229 + ((-1.713) * ((cos((((-0.332) * X2) * ((0.658 * X3) - (0.654 * X4)))) + cos(((-0.293) * X1))) + ((cos((((-0.332) * X2) * sin(((0.707 * X3) - (0.707 * X4))))) * ((cos(((0.707 * X3) - (0.707 * X4))) * (cos(((0.693 * X3) - (0.707 * X4))) + (0.314 * X2))) * cos((((-0.446) * X2) * cos(((-0.342) * X1)))))) + ((-0.273) * X1)))))
Int_0*sin(n*theta/2)**2/sin(theta/2)**2,0.9999736621596552,(0.007 + (0.157 * ((((3.142 * X1) / sin((0.526 * X2))) * (cos((((-2.133) * X3) * ((-0.469) * X2))) - cos((-0.003)))) / sin(((-0.469) * X2)))))
sqrt((x2-x1)**2+(y2-y1)**2),0.9485307515622482,(3.815 + ((-0.888) * (((cos(0.208) / (1.489 * X2)) - (sin((sin((0.533 * X1)) + sin(sin(((1.148 * X1) / ((-0.956) * X2)))))) - (cos((((-0.472) * X4) + (0.478 * X3))) - (cos(sin(((1.141 * X1) / (0.707 * X2)))) - sin(sin((0.551 * X1))))))) * (1.772 - (sin((((1.134 * X1) / ((-0.981) * X2)) - ((-0.339) - sin(((1.141 * X1) / ((-0.956) * X2)))))) * cos((((-0.512) * X4) + (0.466 * X3))))))))
np.arcsin(lambd/(n*d)),0.999961927369321,((-0.018) + (0.017 * (sin(((((0.834 * X1) / ((-1.092) * X3)) + (0.124 * X2)) / (0.124 * X2))) - (((0.693 * X1) / ((-0.088) * X3)) / (0.124 * X2)))))
q**2*a**2/(6*pi*epsilon*c**3),0.9999999999997645,((-0.000) + (275.544 * ((0.908 * X1) * (((((0.001 * X1) / ((1.036 * X4) / (0.318 * X2))) * ((1.154 * X2) / ((-1.629) * X3))) / ((-1.629) * X4)) / (0.919 * X4)))))
(1/2*epsilon*c*Ef**2)*(8*pi*r**2/3)*(omega**4/(omega**2-omega_0**2)**2),0.9958445915361709,(131.016 + ((-130.995) * cos(((((((-0.232) * X5) / ((((0.693 * X2) + (1.044 * X1)) + ((-2.641) * X6)) + (((1.443 * X5) + ((-0.784) * X6)) * ((1.010 * X5) + ((-0.497) * X6))))) * (1.772 * X4)) * ((0.329 * X3) * ((2.718 * X5) + (cos((0.163 * X4)) * (1.044 * X1))))) * ((0.945 * X5) / ((0.693 * X2) + ((-1.152) * X6)))))))
q*v*B/p,0.9999999999999638,(0.000 + (9.591 * ((((-0.802) * X2) * ((0.500 * X1) * ((-0.413) * X3))) / (1.590 * X4))))
omega_0/(1-v/c),0.9999999989504169,(0.000 + ((-5.396) * (((-0.132) * X3) / (((0.768 * X2) / ((-1.074) * X1)) + 0.715))))
(1+v/c)/sqrt(1-v**2/c**2)*omega_0,0.9999844618192963,((-0.004) + ((-0.330) * ((((-2.431) * X3) / (0.698 + (((-0.108) * X2) / (0.201 * X1)))) - ((-0.396) * X3))))
(h/(2*pi))*omega,0.9999999999999677,(0.000 + ((-0.180) * (((-1.192) * X1) * (0.741 * X2))))
I1+I2+2*sqrt(I1*I2)*cos(delta),0.9945262131244246,(2.835 + ((-2.157) * ((cos(((-0.296) * X1)) - (sin((1.507 * X3)) + (0.235 * X2))) - ((((cos((sin((1.506 * X3)) + (0.242 * X2))) / ((0.656 - ((-0.150) * X1)) * (sin((0.499 * X3)) * (0.245 * X1)))) / ((-2.518) * X2)) - ((-0.296) * X1)) * (((sin(sin(cos((0.995 * X3)))) - (-0.292)) - ((-0.296) * X2)) * sin((1.497 * X3)))))))
4*pi*epsilon*(h/(2*pi))**2/(m*q**2),0.999999999999996,(0.000 + ((-0.004) * ((1.443 * X3) * ((((-0.474) * X3) / (((-0.111) * X1) * ((-0.260) * X2))) / ((0.287 * X2) / (0.901 * X4))))))
3/2*pr*V,0.9999999999998502,((-0.000) + (2.975 * (((-1.285) * X1) * ((-0.392) * X2))))
G*m1*m2/((x2-x1)**2+(y2-y1)**2+(z2-z1)**2),0.9955841705679634,(0.004 + ((-0.230) * (((((((1.104 * X9) / 0.456) + cos((((1.066 * X7) * (0.707 * X5)) + ((1.414 * X9) / (0.418 * X8))))) + (1.798 + cos(((0.354 * X9) + (0.231 * X5))))) + cos((((-1.298) * X6) + (1.039 * X5)))) + (sin((0.631 * X4)) + (1.772 / (0.456 * X8)))) * ((((-1.154) * X2) * ((1.414 * X7) + (1.543 * X5))) * ((((0.352 * X3) / ((-0.725) * X4)) / ((-0.725) * X8)) * ((0.318 * X1) / (0.448 * X6)))))))
1/(gamma-1)*pr*V,0.9999977418975318,((-0.001) + ((-0.101) * ((((((0.985 * X2) + ((((-0.972) * X2) / ((-0.779) * X1)) / (0.365 * X1))) / (0.365 * X1)) - ((-2.598) * X2)) / (0.365 * X1)) * ((-1.410) * X3))))
n*kb*T/V,0.999999999999944,((-0.000) + (0.578 * (((((-2.041) * X4) * (1.360 * X1)) / (1.196 * X3)) * ((-0.746) * X2))))
n_0*exp(-m*g*x/(kb*T)),-1.376565730449745,((-0.016) + (4.409 * sin(((sin(((-0.215) * X4)) * ((((((0.290 * X5) * (0.943 * X3)) / ((0.174 * X4) / ((-0.133) * X2))) - ((-1.424) * X6)) / (3.142 * X2)) / (0.707 * X5))) / ((2.303 * X3) / ((-1.697) * X1))))))
h/(2*pi)*omega**3/(pi**2*c**2*(exp((h/(2*pi))*omega/(kb*T))-1)),0.9997148483243963,(0.004 + (0.000 * ((1.254 * X1) * (((((1.254 * X1) * ((1.254 * X1) * ((-0.016) * X3))) - (((-0.457) * X1) * (((-0.550) * X4) * ((-1.298) * X2)))) / ((-0.016) * X5)) / ((-0.016) * X5)))))
mu_drift*q*Volt/d,0.9999999999999524,((-0.000) + ((-28.828) * (((((-0.280) * X3) / ((-2.771) * X4)) * ((-0.226) * X2)) * (1.520 * X1))))
mob*kb*T,0.9999999999997352,((-0.000) + (0.868 * (((-2.186) * X1) * ((0.387 * X3) * ((-1.361) * X2)))))
1/(gamma-1)*kb*v/A,0.9999998252801744,(0.001 + ((-1.732) * (((0.385 * X4) / (((-1.262) * X3) / ((-2.671) * X2))) / (((-1.412) * X1) + 1.416))))
"n*kb*T*log(V2/V1,e)",0.999401780614886,((-1.323) + (0.574 * ((cos(((((((2.298 * X4) + ((-1.319) * X4)) / (((-0.627) * X4) + (2.424 * X5))) + ((-2.148) * X5)) / (2.685 * X4)) / sin(sin((0.338 * X4))))) - sin(((1.202 * X5) + ((-1.130) * X4)))) - ((((sin(((2.298 * X4) / (1.202 * X5))) + ((-1.790) * X5)) / sin(sin(((-0.356) * X4)))) / ((-1.319) * X4)) - (((1.772 * X4) + ((-1.790) * X5)) * ((0.476 * X3) * ((6.283 * X1) * (((-1.661) * X2) / ((2.201 * X4) + (2.662 * X5))))))))))
sqrt(gamma*pr/rho),0.9999383716651077,(0.627 + ((-1.086) * ((((0.829 * X2) + (sin(((((-0.135) * X1) * (0.409 * X2)) - ((-0.250) * X3))) / ((2.303 * X1) / (((((-2.045) * X3) / (1.098 * X1)) / (1.098 * X2)) - sin(((2.303 * X2) / ((-1.723) * X3))))))) / (((-0.998) * X3) + sin(((((-0.158) * X1) * (0.409 * X2)) - ((-0.250) * X3))))) * (0.383 * X1))))
m*c**2/sqrt(1-v**2/c**2),0.9999761594962897,((-0.122) + ((-0.361) * (((((((-3.026) * X3) + ((-0.815) * X2)) * ((-0.686) * X1)) * ((-1.294) * X3)) + ((1.772 * X1) * sin((((-0.305) * X3) + (2.495 * X2))))) + ((-1.590) * X1))))
m_0/sqrt(1-v**2/c**2),0.9997347493586605,(0.130 + ((-0.467) * (((((0.085 * X2) / sin(((-0.031) * X3))) - (2.224 * X1)) - (((((0.085 * X2) / ((-0.030) * X3)) / ((-1.155) * X1)) - (((0.085 * X2) / sin(((0.085 * X1) / ((-0.031) * X3)))) * ((-0.031) * X3))) * (-0.314))) + sin(((0.410 * X2) + (((((0.085 * X2) / ((-0.030) * X3)) + ((-1.871) * X1)) - ((-0.975) * X1)) / ((-0.753) * X3)))))))
x1*(cos(omega*t)+alpha*cos(omega*t)**2),0.9649270918741623,(0.174 + ((-0.009) * ((((-0.376) * X4) - cos(((1.500 * X3) * (1.364 * X2)))) * ((((((-0.684) * X4) - (1.397 * X2)) + (0.637 * X3)) + cos(((cos(((1.503 * X3) * (1.368 * X2))) + (0.434 * X2)) * (((-0.396) * X4) - (((-0.180) * X3) * ((-1.079) * X2)))))) * (((((1.528 * X3) * (0.981 * X2)) - ((((-0.574) * X4) - cos(((-1.362) * X2))) * cos((((-0.180) * X3) * (1.320 * X2))))) * (3.142 * X3)) * ((-0.651) * X1))))))
kappa*(T2-T1)*A/d,0.9999950286446605,((-0.024) + (547.779 * ((((((-1.466) * X2) + (1.469 * X3)) / (0.494 * X5)) * (0.001 * X4)) * (1.137 * X1))))
Pwr/(4*pi*r**2),0.9999999999999554,(0.000 + ((-0.022) * (((0.359 * X1) / ((-0.085) * X2)) / (1.170 * X2))))
q/(4*pi*epsilon*r),0.9999999999999826,(0.000 + (0.018 * (((1.006 * X1) / (0.124 * X2)) / (1.820 * X3))))
1/(4*pi*epsilon)*p_d*cos(theta)/r**2,0.999985208859076,(0.000 + (22.958 * ((((cos(((-1.002) * X3)) / (0.707 * X1)) / ((-2.041) * X4)) / ((-2.041) * X4)) * (0.010 * X2))))
p_d/(4*pi*epsilon)*3*z/r**5*sqrt(x**2+y**2),0.9976960243175804,(0.006 + (0.113 * ((((((((1.224 * X3) - ((-0.356) * X6)) + ((-0.535) * X4)) - (0.693 * X5)) + cos(sin((((0.644 * X6) * (1.205 * X3)) + (0.748 * X4))))) + (((1.224 * X3) - (sin((0.584 * X2)) / sin((0.867 * X5)))) - (((((-1.055) * X6) / ((-0.524) * X3)) * (1.097 * X2)) + (0.748 * X4)))) / ((2.303 * X1) * ((-0.644) * X3))) / ((1.179 * X3) - sin((0.707 * X5))))))
p_d/(4*pi*epsilon)*3*cos(theta)*sin(theta)/r**3,0.9999979047161606,((-0.000) + (0.001 * ((((sin((2.000 * X3)) / ((-0.298) * X1)) / ((-0.298) * X4)) / ((-0.405) * X4)) / (((-0.405) * X4) / (1.802 * X2)))))
3/5*q**2/(4*pi*epsilon*d),0.9999999999999525,((-0.000) + (0.128 * (((0.012 * X1) / (0.520 * X3)) * ((0.764 * X1) / (0.046 * X2)))))
epsilon*Ef**2/2,0.9999999999999595,(0.000 + ((-21.208) * (((0.021 * X2) * (1.459 * X1)) * ((-0.752) * X2))))
sigma_den/epsilon*1/(1+chi),0.9999991512635954,((-0.000) + (0.055 * ((2.718 * X1) / ((0.149 * X2) - ((0.254 * X2) * ((-0.583) * X3))))))
x1*y1+x2*y2+x3*y3,0.9999840223708132,((-0.002) + ((-0.252) * ((((-1.866) * X3) * (2.124 * X6)) + ((((-1.031) * X1) * (3.856 * X4)) - (((-1.744) * X5) * ((-2.267) * X2))))))
q*Ef/(m*(omega_0**2-omega**2)),0.9999917250339234,((-0.000) + (3.089 * (((((-0.488) * X1) * (0.675 * X2)) / (((-0.898) * X5) - ((-0.959) * X4))) / (((((-0.036) * X5) / (0.472 / cos((((-0.898) * X5) - ((-1.177) * X4))))) - (((-0.898) * X5) - (1.414 * X4))) * ((-0.787) * X3)))))
n_0*(1+p_d*Ef*cos(theta)/(kb*T)),0.9232114329542671,((-0.146) + (0.593 * (((((((1.394 * X1) / (0.518 * X4)) - ((0.707 * X5) * (((-1.255) * X6) * cos(((-1.015) * X4))))) - ((1.498 * X2) * cos(((-1.015) * X4)))) - sin(sin(sin(((((-0.646) * X4) - (2.029 * X3)) / ((-0.646) * X4)))))) - sin(sin(sin(sin((((-0.485) * X3) + (((-0.839) * X1) / ((-0.452) * X4)))))))) - sin(((-1.760) * X4)))))
n_rho*p_d**2*Ef/(3*kb*T),0.999999999999984,((-0.000) + ((-24.159) * ((((((-0.382) * X3) / (0.679 * X5)) * ((-1.860) * X2)) * ((-1.860) * X2)) * ((0.009 * X1) / (1.230 * X4)))))
n*alpha/(1-(n*alpha/3))*epsilon*Ef,0.999961488063286,((-0.000) + ((-4.394) * ((((-0.388) * X2) * ((-0.859) * X1)) * (((0.998 * X4) / cos(((((-0.388) * X2) * ((-0.859) * X1)) + (0.281 + 0.434)))) * ((-0.521) * X3)))))
1+n*alpha/(1-(n*alpha/3)),0.9999963968245882,((-2.313) + (9.268 * ((-0.169) / cos((((0.478 * X2) * ((-0.336) * X1)) + 2.062)))))
1/(4*pi*epsilon*c**2)*2*I/r,0.999999999999968,((-0.000) + (0.421 * ((((((-1.416) * X3) / (2.303 * X2)) / (2.303 * X2)) / ((-1.322) * X1)) / (0.535 * X4))))
rho_c_0/sqrt(1-v**2/c**2),0.9999837296400577,(0.000 + ((-0.504) * (((0.537 * X2) / ((((-1.780) * X3) / ((-1.167) + (sin(((2.201 * X2) / ((-0.658) * X3))) + ((2.201 * X2) / (0.171 * X3))))) / (0.464 * X1))) - (2.001 * X1))))
rho_c_0*v/sqrt(1-v**2/c**2),0.999989508200048,(0.004 + (0.427 * ((((0.450 * X2) * (((-0.177) * X2) / (((-0.404) * X3) + (0.450 * X2)))) - ((-1.298) * X2)) * (1.772 * X1))))
-mom*B*cos(theta),0.9999984817927106,((-0.036) + ((-0.035) * (((cos((1.001 * X3)) * (6.926 * X2)) * (4.181 * X1)) - (0.426 * X3))))
-p_d*Ef*cos(theta),0.9999996979357495,(0.001 + ((-5.517) * ((cos((1.000 * X3)) * (0.434 * X1)) * (0.417 * X2))))
mu*Nn,0.9999999999997736,(0.000 + (1.854 * ((0.369 * X1) * (1.461 * X2))))
q/(4*pi*epsilon*r*(1-v/c)),0.999925174099476,((-0.003) + (0.002 * (cos(((((-0.100) * X4) / (1.443 * X2)) + (((0.433 * X4) * (((0.545 * X4) / (0.707 * X5)) * (((1.493 * X1) / (0.318 * X3)) / (0.116 * X2)))) / (0.808 * X5)))) + (((((0.561 * X4) * ((1.493 * X1) / (0.380 * X5))) * (((2.033 * X4) / (0.318 * X3)) / (0.119 * X2))) / (0.808 * X5)) + (((1.493 * X1) / (0.318 * X3)) / (0.116 * X2))))))
sqrt(omega**2/c**2-pi**2/d**2),0.9999646848201896,((-0.987) + (0.202 * ((((-1.431) * X2) / (1.167 * X1)) + ((sin(sin((0.520 * X3))) + ((0.679 * X3) - (((-0.557) * X1) / (0.109 * X2)))) + sin(((((2.019 * X2) - (0.434 * X1)) / (cos((0.636 * X3)) + (((0.696 * X1) / (0.679 * X3)) + ((-0.928) * X1)))) + (0.636 * X3)))))))
epsilon*c*Ef**2,0.9999999999999121,(0.000 + ((-6.315) * ((((-0.634) * X2) * (0.128 * X3)) * ((1.148 * X1) * (1.705 * X3)))))
epsilon*Ef**2,0.9999999999999746,(0.000 + (8.453 * ((((-0.676) * X1) * (0.849 * X2)) * ((-0.206) * X2))))
q*v/(2*pi*r),0.9999999999999087,((-0.000) + ((-0.188) * ((((-1.111) * X2) * ((-0.289) * X1)) / ((-0.379) * X3))))
q*v*r/2,0.9999999999999705,((-0.000) + ((-3.464) * ((((-2.082) * X1) * ((-0.124) * X3)) * ((-0.560) * X2))))
g_*q*B/(2*m),0.9999999999999811,(0.000 + (24.456 * (((-0.892) * X1) * ((0.570 * X3) * (((-0.050) * X2) / (1.248 * X4))))))
q*h/(4*pi*m),0.9999999999999735,((-0.000) + ((-0.026) * ((((-3.131) * X1) * ((-1.108) * X2)) / ((-1.121) * X3))))
g_*mom*B*Jz/(h/(2*pi)),0.9999999999999764,(0.000 + (12.573 * ((((1.156 * X3) * (1.416 * X1)) * ((1.214 * X5) / ((-0.250) * X2))) * ((-0.063) * X4))))
n_0/(exp(mom*B/(kb*T))+exp(-mom*B/(kb*T))),0.9397071900880466,(0.444 + ((-0.509) * ((((sin(((-0.439) * X3)) * (((0.748 * X5) + ((-0.879) * X1)) + ((-0.919) * X2))) - (0.582 * X4)) * sin(sin((0.222 * X1)))) * ((((-1.097) / (0.609 * X3)) - (cos((cos((0.908 * X1)) / ((0.943 * X4) * (((-0.517) * X5) / (0.609 * X3))))) / (1.776 * X5))) - cos((((-0.411) * X5) - ((-0.697) * X2)))))))
q1*q2*r/(4*pi*epsilon*r**3),0.9999999999999571,((-0.000) + (0.172 * ((((0.012 * X1) / (((-0.523) * X3) * ((-0.405) * X4))) / (0.251 * X4)) * (2.054 * X2))))
n_rho*mom*tanh(mom*B/(kb*T)),0.9851911244189389,(0.322 + ((-0.374) * (((((sin((1.079 * X5)) * ((-1.126) * X1)) - ((((0.707 * X1) * ((-0.645) * X2)) * ((((-0.549) * X2) - ((-0.442) * X4)) - (0.607 * X3))) - (((1.312 * X1) * ((-0.691) * X2)) - sin(((-0.431) * X4))))) - cos((((0.819 * X5) - ((-0.431) * X4)) - (1.167 * X3)))) - sin(((1.142 * X1) * cos(((-0.427) * X3))))) - cos(((((-1.139) * X2) - ((-0.431) * X4)) - (1.167 * X3))))))
mom*H/(kb*T)+(mom*alpha)/(epsilon*c**2*kb*T)*M,0.9773381003636411,(0.304 + (0.075 * ((((-0.923) * X3) - sin(((1.414 * X8) + ((-0.278) / ((-0.034) * X7))))) - (((1.799 * X6) + (((-1.261) * X1) + ((((-0.435) * X5) - (1.443 * X2)) / sin((0.136 * X4))))) / (((((-0.923) * X3) - (cos(((-0.188) * X7)) - cos(((-0.087) * X6)))) / ((-0.154) * X1)) / ((1.443 * X8) + ((-0.278) / ((-0.034) * X7))))))))
mom*(1+chi)*B,0.999990339397299,(0.056 + (1.229 * ((2.718 * X2) * (((-1.084) + ((-1.114) * X3)) * ((-0.270) * X1)))))
Y*A*x/d,0.9999999999999662,(0.000 + ((-0.868) * ((((1.865 * X4) * ((-0.617) * X2)) * (1.248 * X1)) / (1.246 * X3))))
Y/(2*(1+sigma)),0.999996903318461,(0.001 + (8.436 * ((0.041 * X1) / ((0.693 * X2) + 0.685))))
1/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999854408217376,((-0.469) + ((-2.474) * (((3.142 * X3) * ((-1.419) * X4)) / ((2.173 * X1) * (0.809 * X2)))))
(h/(2*pi))*omega/(exp((h/(2*pi))*omega/(kb*T))-1),0.9999757170191759,(0.848 + (0.377 * (((-0.712) * X1) + (((sin(sin(sin((((-0.685) * X2) - (0.781 * X1))))) - cos((((-0.596) * X2) - ((-0.685) * X1)))) / (((((-0.596) * X2) + ((1.414 * X3) * (1.868 * X4))) / ((((-0.596) * X2) + ((1.349 * X3) * (1.868 * X4))) + (((-0.596) * X2) + (((-0.596) * X2) - ((-0.685) * X1))))) + ((0.693 * X2) - (-0.370)))) + (((-0.596) * X2) + ((1.414 * X3) * (1.868 * X4)))))))
2*mom*B/(h/(2*pi)),0.9999999999999776,(0.000 + ((-4.251) * (((1.488 * X1) / ((-0.093) * X3)) * (0.185 * X2))))
sin(E_n*t/(h/(2*pi)))**2,0.3417230677157854,(0.522 + ((-0.214) * (((((-0.531) * X3) * sin(((1.755 * X2) * (sin(((1.443 * X3) + (-1.421))) + (1.932 * X1))))) - sin(((cos(sin((((-0.554) * X3) / 0.023))) + ((cos((2.431 * X3)) / cos(((-1.072) * X3))) * (0.076 * X3))) - (1.824 * X1)))) - sin(((cos((sin(cos((2.369 * X3))) + (1.876 * X1))) + ((sin(((-1.072) * X3)) / cos(((-1.072) * X3))) * cos((0.714 * X2)))) - ((0.318 * X3) + (1.739 * X1)))))))
(p_d*Ef*t/(h/(2*pi)))*sin((omega-omega_0)*t/2)**2/((omega-omega_0)*t/2)**2,0.9267069715337567,(11.616 + (2.473 * ((cos((cos(((0.964 * X5) - (0.934 * X6))) * ((-2.206) * X3))) + (sin(((((-0.949) * X4) + (0.821 * X3)) + (0.631 * X1))) + ((-2.206) * X3))) - (((-1.003) * X3) * (((0.204 / ((-0.293) * X4)) * ((cos(((0.989 * X5) - (0.960 * X6))) * (cos(((-0.960) * X2)) - (((-1.971) * X1) * ((-0.960) * X2)))) - (((-1.551) * X1) * ((-0.960) * X2)))) * cos(((0.565 * X5) - (0.608 * X6))))))))
q1*r/(4*pi*epsilon*r**3),0.9999999999999778,((-0.000) + ((-0.007) * (((1.141 * X1) / ((-0.218) * X3)) / (((-0.906) * X2) * ((-0.500) * X3)))))
